PM2,PM10,SO2,NO2,CO,O3,U,V,Temperature,RH,PSFC,Year,Statistics,Country,code
57.29821372,85.54315173,17.36875644,25.23743091,0.87551014,59.54571083,-1.802193443,-1.268756436,291.3175785,63.36680309,100610.1204,2014,Oct Average,Anhui,340000
53.83972476,73.43072367,20.96290825,31.72443702,1.109096634,40.26531813,-1.209260043,-1.837846363,284.7029207,64.40829316,100958.6626,2014,Nov Average,Anhui,340000
41.11423138,65.43188347,27.28821793,33.92554271,1.028350846,36.51423926,0.745273721,-2.166078071,277.0411127,44.48008774,101490.5261,2014,Dec Average,Anhui,340000
71.10069717,97.49812178,23.93019176,34.53196596,1.244015446,36.41635074,-0.90941946,-1.516050751,277.8580713,55.69353368,101359.4905,2015,Jan Average,Anhui,340000
60.30736971,82.30008667,19.34006049,22.83200907,1.105682876,44.39001978,-1.311081317,-1.200570614,279.2795835,56.93990286,101034.337,2015,Feb Average,Anhui,340000
44.78987338,65.7149007,16.11494956,21.81128454,0.968506357,45.73105023,-1.925073027,-0.095738678,283.5593207,64.12365504,100811.5361,2015,Mar Average,Anhui,340000
45.35509935,69.68954777,15.62682573,21.27894897,0.853228556,55.28234636,-0.691490771,0.116761129,288.8830179,61.62620304,100231.9998,2015,Apr Average,Anhui,340000
54.76372596,78.85303037,15.36517232,20.67697594,0.744950615,64.63807397,-1.642784491,0.480842702,294.9180482,63.99020595,99562.88898,2015,May Average,Anhui,340000
37.40103529,57.96406949,13.66056623,18.0280038,0.677852877,63.32024376,-0.947663952,0.957473399,297.9697829,69.12144951,99202.93271,2015,Jun Average,Anhui,340000
33.29208049,47.80052958,11.53662288,16.09145477,0.596329726,52.98770358,-1.585620469,-0.013365031,298.9766518,75.64536566,99140.43951,2015,Jul Average,Anhui,340000
37.00557686,56.11553063,12.40751392,18.5679752,0.625204897,56.18095146,-1.607942629,-0.399646948,299.1737086,73.42821004,99356.75748,2015,Aug Average,Anhui,340000
38.61906243,57.97174919,13.79479587,20.76921987,0.678652009,60.57489739,-2.440351792,-1.714722041,295.3895147,70.02549457,100042.3579,2015,Sep Average,Anhui,340000
55.86890249,83.09636072,17.90347694,30.72248503,0.803387622,56.16203005,-1.498344541,-1.185773353,291.1916386,58.83201324,100643.5141,2015,Oct Average,Anhui,340000
50.15508903,66.56431162,17.39983822,30.40240337,0.972522259,33.69432953,-1.304685125,-1.921429967,283.7854924,77.6479202,101044.3248,2015,Nov Average,Anhui,340000
79.0779337,107.2786303,22.58467006,41.36244667,1.1674824,30.24719765,-0.303381843,-1.837762951,278.5052254,62.01323789,101421.4608,2015,Dec Average,Anhui,340000
74.41748451,98.57407166,20.77647683,35.76218766,1.083169591,33.28016129,-0.762473994,-2.223931386,275.4165225,63.37368919,101392.7305,2016,Jan Average,Anhui,340000
61.38807761,86.80799506,19.53770358,28.75847636,0.993751544,46.95290801,0.834967988,-0.826502303,279.2294053,48.94477423,101270.9962,2016,Feb Average,Anhui,340000
62.05216927,90.75096406,17.88883892,31.62554271,0.942278554,57.12313281,-1.881120101,-0.095136072,284.2524672,56.42704844,100781.169,2016,Mar Average,Anhui,340000
43.35077742,71.30165961,14.27808523,26.53843648,0.806242671,67.6982215,-1.778258958,0.765619978,290.4248865,69.37095114,99934.56095,2016,Apr Average,Anhui,340000
41.38216928,68.89680939,13.77671483,20.75320479,0.686263528,78.11300883,-1.155851109,0.248773773,293.3306294,67.90415572,99781.94918,2016,May Average,Anhui,340000
34.06450778,51.45787025,13.40300434,18.89014169,0.662174267,74.27814712,-0.575353963,1.656216069,297.6157628,73.42872421,99316.31917,2016,Jun Average,Anhui,340000
26.22505779,41.4876521,11.24600084,17.03578439,0.587149312,66.74881212,-0.497363665,2.253064516,300.9897652,76.52026952,99140.93475,2016,Jul Average,Anhui,340000
26.72243564,46.78129137,12.48718451,19.41875539,0.660011558,79.02106336,-2.643032994,-0.94136335,300.7975108,70.53618945,99241.98315,2016,Aug Average,Anhui,340000
36.25772421,57.89412269,14.50708415,23.06650923,0.688040174,83.34340554,-2.573231813,-1.52242671,296.2595429,67.79727905,99859.4047,2016,Sep Average,Anhui,340000
33.53591857,52.23878691,13.19235316,27.48849743,0.722290638,46.90902543,-2.838536829,-2.833025113,290.5815099,81.79412,100512.5308,2016,Oct Average,Anhui,340000
55.43337296,83.47781053,16.7052747,37.70783659,0.883734528,43.00400814,-1.095843648,-1.584083605,283.6048654,74.756481,101017.5195,2016,Nov Average,Anhui,340000
80.64424661,111.0408432,18.85175423,47.67689661,1.082096249,38.09526006,-1.30209835,-1.509695808,279.7350063,68.84723915,101292.5494,2016,Dec Average,Anhui,340000
79.29708522,106.9117547,17.25303404,38.2963334,1.097903751,42.79752233,-1.659672691,-2.019159924,277.8930945,66.15872071,101359.8759,2017,Jan Average,Anhui,340000
123.0007437,157.8926075,64.15806003,58.69607527,2.38687276,26.87418907,1.274144265,-1.974659498,265.2035753,56.00284498,98768.75398,2013,Jan Average,Beijing,110000
74.9117262,93.28063988,34.13593254,38.39029762,1.378794643,39.35001984,1.306279762,-2.174241071,267.7174653,51.12197421,98725.87356,2013,Feb Average,Beijing,110000
80.89457885,107.4568235,31.86788978,46.88070788,1.20405466,42.51531362,0.366420251,-0.350542115,276.5869176,40.30940412,97984.15681,2013,Mar Average,Beijing,110000
51.21084259,82.97853241,18.51112963,29.82940278,0.783435185,62.41771296,0.672953704,-1.870041667,282.3089213,35.58293519,97550.261,2013,Apr Average,Beijing,110000
69.52668459,112.3854032,22.6718414,30.62442652,0.867894265,88.58707886,0.421626344,0.502123656,292.6904211,38.99735215,97149.43964,2013,May Average,Beijing,110000
82.43777315,108.913713,14.241625,26.1062037,1.09075,82.79181018,-0.880439815,1.247458333,296.5496806,52.2205787,96824.87615,2013,Jun Average,Beijing,110000
55.90148297,78.08214606,9.280201613,19.47292563,0.791272401,80.3191353,0.111326165,0.518794803,299.0940188,58.78512097,96500.34037,2013,Jul Average,Beijing,110000
51.85955645,75.92611112,9.094408602,21.20909946,0.733557348,82.1654077,0.452123656,0.15938172,298.8533333,57.63206541,96797.23923,2013,Aug Average,Beijing,110000
65.64561111,93.66560648,13.16614352,32.03955556,0.986694444,54.90894907,-0.011592593,0.181925926,291.9021944,57.17259722,97741.4073,2013,Sep Average,Beijing,110000
74.70449822,105.1104839,17.02972222,43.84010753,0.979153226,35.13863799,0.663929212,-0.992011649,285.2908961,44.92612007,98335.80557,2013,Oct Average,Beijing,110000
53.61554629,77.50463426,19.35524537,39.57388426,0.942837963,34.6144537,2.961708333,-3.318777778,277.7174676,34.18371296,98279.44099,2013,Nov Average,Beijing,110000
57.95189068,74.6331586,28.69810484,42.0953405,1.258225806,29.43062724,2.269789426,-3.430672043,271.0497625,33.18091846,98550.50825,2013,Dec Average,Beijing,110000
78.19271057,102.7303719,43.08134409,50.16940412,1.453517025,26.89053315,1.22922491,-1.442437276,270.5980332,37.1958871,98583.39777,2014,Jan Average,Beijing,110000
134.2821478,154.9788294,53.11570437,54.9964881,1.913085317,30.93267361,0.072291667,-0.518611111,270.1077232,53.61503472,98818.65427,2014,Feb Average,Beijing,110000
70.97145161,104.2061246,28.44793459,43.63678315,1.088579749,51.74967742,0.532688172,-1.642414875,280.5247536,31.84204301,98100.0926,2014,Mar Average,Beijing,110000
71.19207408,115.2404583,17.03987037,37.65595833,0.777162037,73.01832407,0.203680556,0.657726852,288.2183009,33.603,97849.86889,2014,Apr Average,Beijing,110000
52.41487903,91.62179211,13.74600806,26.22973566,0.656989247,88.85781362,1.725098566,-1.015793011,292.3736425,33.42483871,96492.30905,2014,May Average,Beijing,110000
45.50949074,66.18958333,8.765564815,21.0295,0.641106481,102.4498519,-0.229935185,-0.175037037,296.8184583,47.29214352,96883.83738,2014,Jun Average,Beijing,110000
72.17539426,92.25659499,9.605681004,22.67591398,0.811066308,105.4379346,-0.128261649,0.931657706,299.8175179,49.74669355,96745.75746,2014,Jul Average,Beijing,110000
51.46281362,75.15827061,8.476388889,23.50826613,0.69280914,97.64477151,-0.279251792,-0.293476702,296.6691846,57.7178629,97155.66403,2014,Aug Average,Beijing,110000
53.66125463,78.31730093,9.964662037,28.04011111,0.799393518,62.18165741,-0.035671296,-0.103981482,291.3553287,60.0174213,97742.27175,2014,Sep Average,Beijing,110000
94.08939516,126.9197043,13.72174731,47.84672491,1.059287634,35.88609767,0.311299283,-0.181801075,285.8562007,49.91524642,98287.14556,2014,Oct Average,Beijing,110000
68.07574537,98.94639814,19.33997222,48.09852778,1.194541667,29.55599074,1.781351852,-1.788694444,277.9378982,36.73631944,98438.0833,2014,Nov Average,Beijing,110000
47.29221774,70.50986559,24.52237903,36.75951613,1.20530914,33.41544355,3.167396953,-3.609112903,269.5224194,33.56009857,98701.02175,2014,Dec Average,Beijing,110000
71.95320341,91.78072581,29.17607079,45.84590502,1.451294803,28.42267025,1.274587814,-2.018319893,270.3375851,40.33129032,98788.0427,2015,Jan Average,Beijing,110000
68.82147818,88.68677579,24.31500496,33.9956746,1.156274802,42.80937004,1.589439484,-2.350416667,272.0431052,38.12155754,98454.25883,2015,Feb Average,Beijing,110000
65.77234319,108.778862,20.16930556,36.0982034,0.947876344,56.43182796,1.460748208,-0.849789427,279.4282751,28.418069,98219.83127,2015,Mar Average,Beijing,110000
53.69914815,80.67668055,10.72406481,27.63444444,0.623375,77.81869445,1.07025463,-0.904805556,286.564912,33.99228241,97716.03254,2015,Apr Average,Beijing,110000
48.43785842,74.72364695,10.04447133,22.32532258,0.580179211,97.06672939,1.260694444,-0.634283154,292.3902195,34.73744176,97029.90485,2015,May Average,Beijing,110000
51.55852778,67.97164815,8.229078704,19.70537963,0.84424537,96.70881482,0.366069445,-1.184731481,296.2967639,45.36960648,96751.34501,2015,Jun Average,Beijing,110000
51.94833781,76.03415322,7.429274194,20.35321685,0.727074373,103.7474507,-1.264041219,0.298512545,297.9750986,59.72281362,96875.59475,2015,Jul Average,Beijing,110000
38.28403226,60.92883961,5.258140681,19.5096595,0.635528674,91.61669355,-0.075062724,-0.772858423,297.211138,60.36206541,97091.88556,2015,Aug Average,Beijing,110000
41.11668056,60.89862963,6.788148148,26.03365278,0.651305556,65.91922222,-0.247541667,-0.530009259,291.7360602,60.35510185,97832.54855,2015,Sep Average,Beijing,110000
52.05357079,69.04186828,8.092549283,34.18966846,0.718929211,47.95606183,1.717128136,-2.246066308,285.9085125,42.38806452,98207.00903,2015,Oct Average,Beijing,110000
85.41141667,106.0053472,15.66276389,46.43388426,1.458310185,22.33730093,-0.386967593,-1.291884259,273.8943843,69.00474537,98806.7641,2015,Nov Average,Beijing,110000
102.9832796,132.1770206,20.04566308,54.40510305,2.017275986,23.44325717,2.060403226,-2.113163082,270.8369534,52.22277778,98767.4605,2015,Dec Average,Beijing,110000
49.53348118,66.23260305,18.09926971,35.75878136,1.163924731,36.87574373,2.194977599,-4.022862903,264.9876927,42.52422043,98912.22886,2016,Jan Average,Beijing,110000
32.81465517,45.07930556,14.03325191,23.29786877,0.739640805,50.92996648,2.859118774,-4.355622605,269.679933,42.7630795,98661.01581,2016,Feb Average,Beijing,110000
61.24369623,92.33671147,16.61258961,38.64208781,0.887553763,56.32609767,1.087414875,-2.128001792,279.2089785,31.76094982,98241.6125,2016,Mar Average,Beijing,110000
51.08618056,87.80006018,11.1497037,29.11937963,0.620587963,74.5855463,1.179337963,-0.751425926,287.3190324,30.47756481,97409.97632,2016,Apr Average,Beijing,110000
43.54277778,70.28465502,10.19806452,24.21111111,0.549009857,98.33225359,1.132307348,0.09438172,292.2324104,35.44083781,97295.66794,2016,May Average,Beijing,110000
46.58829732,63.80344907,7.873458333,21.78559259,0.599578704,107.6922593,-0.151069444,-0.05812037,297.4790602,42.45780556,96775.01313,2016,Jun Average,Beijing,110000
55.74547043,73.06824373,6.616796595,21.11150986,0.755022401,100.9249821,-1.259269713,0.719077061,298.591931,64.24830197,96841.67471,2016,Jul Average,Beijing,110000
38.2615681,53.86315412,5.232464158,20.80452509,0.640188172,79.80915323,-0.481689068,-1.193552867,297.8882213,62.10111559,97158.31629,2016,Aug Average,Beijing,110000
43.29212963,61.9410463,7.328180555,26.39169444,0.629263889,63.50396296,0.165875,-0.616347222,292.9083657,54.97605093,97609.95616,2016,Sep Average,Beijing,110000
64.02864352,81.4400896,8.056738351,40.11530466,0.878853046,34.46339158,0.103068996,-0.361133513,284.7530735,55.03759409,98312.45339,2016,Oct Average,Beijing,110000
69.97162963,100.8086574,13.10018519,49.15123148,1.321773148,25.88410648,1.352884259,-1.192185185,275.8194722,48.55288889,98519.43597,2016,Nov Average,Beijing,110000
88.65421595,112.7488262,18.24047491,57.48885305,1.79186828,22.59399642,1.145672043,-1.36124104,271.9510753,43.56814964,98759.79149,2016,Dec Average,Beijing,110000
82.17198925,105.7301792,17.02098566,46.90459678,1.616509857,31.96882617,1.62672043,-2.221980287,268.8939113,45.80907258,98853.38063,2017,Jan Average,Beijing,110000
97.46921076,121.1888991,34.91726441,16.14186571,0.983528452,44.14363356,-2.475453969,1.017208228,278.4277619,57.62968467,93766.54388,2013,Jan Average,ChongQing,500000
82.76987059,95.31803872,24.66209169,10.13476324,0.760066212,52.54125903,-3.309656902,1.154197432,281.735636,66.57478933,93468.23998,2013,Feb Average,ChongQing,500000
59.0786091,82.06071584,22.97311345,10.23513411,0.568165096,62.43607467,-2.821594781,1.394614897,287.7908119,55.35127129,93187.85615,2013,Mar Average,ChongQing,500000
48.66714139,57.35505618,18.7282294,8.289047753,0.446497191,69.10175094,-2.358575843,0.95388015,290.0521227,58.63113951,92923.35624,2013,Apr Average,ChongQing,500000
47.39804911,55.69457593,17.26213664,11.38199801,0.421084632,76.28115531,-1.743658934,1.063798478,293.8814063,65.25446267,92643.07552,2013,May Average,ChongQing,500000
43.4840618,53.48304682,17.01094195,10.37415075,0.4059897,84.95317228,-2.667057116,1.853929775,297.8234803,65.23942697,92265.15392,2013,Jun Average,ChongQing,500000
25.81962215,33.20837079,13.19686118,9.664391083,0.334708228,72.3837124,-1.477113085,4.215668721,300.1182077,69.71460946,92055.87663,2013,Jul Average,ChongQing,500000
31.52200072,39.19405129,15.28832911,10.44004259,0.373581914,75.51574846,-2.008512142,1.81712124,299.528851,66.26666636,92354.61818,2013,Aug Average,ChongQing,500000
48.0346236,57.40114139,20.38817697,11.81076311,0.525052434,72.94554775,-2.447833333,0.736992509,293.3845337,72.35698315,93079.90212,2013,Sep Average,ChongQing,500000
58.5430763,70.60185031,25.90780265,13.48061163,0.591544944,64.01551015,-2.096406307,0.723758608,289.9136952,60.76763864,93621.23306,2013,Oct Average,ChongQing,500000
54.19329775,69.41085019,28.90090637,13.7133118,0.638866105,42.06441667,-1.571544007,0.11185206,284.5728717,68.82426405,93781.7069,2013,Nov Average,ChongQing,500000
77.5324855,96.66468558,37.4617008,17.32590522,0.814805183,38.55853842,-1.687716564,0.267607829,279.232326,55.76948623,93898.82718,2013,Dec Average,ChongQing,500000
96.04881206,119.5933427,33.27542407,17.89626133,1.026007611,42.57542044,-1.904584088,0.83003262,280.3677682,52.07106107,93752.74614,2014,Jan Average,ChongQing,500000
72.03353732,87.38660213,23.83144061,12.2846579,0.840347111,48.13504013,-3.610567817,1.326431581,279.0831401,62.76187701,93422.15177,2014,Feb Average,ChongQing,500000
56.23278634,72.17266039,23.95752084,11.9732394,0.694430953,60.45391174,-2.940215658,0.948304639,285.8818186,61.08474447,93266.54638,2014,Mar Average,ChongQing,500000
49.32204869,61.86761798,19.92589607,10.66905243,0.61034176,62.87926779,-2.678727528,1.301958802,290.0013998,72.53032678,93042.52044,2014,Apr Average,ChongQing,500000
50.64806633,64.60067959,15.9297037,10.41934306,0.538001087,69.46397064,-2.039420986,0.367866075,292.8332765,65.28439924,92898.02034,2014,May Average,ChongQing,500000
52.29470599,63.1620309,18.93224906,9.44242603,0.57765824,77.88918446,-2.159213483,0.449236891,296.1371114,72.76565075,92376.87651,2014,Jun Average,ChongQing,500000
40.34588075,52.00932856,15.90999275,9.598203154,0.480760239,77.31668449,-1.697440196,1.467854295,298.6519862,71.48796575,92346.51028,2014,Jul Average,ChongQing,500000
47.17220913,59.49263501,17.53224357,10.44488583,0.514941102,74.68903588,-2.145819137,1.153761326,296.9917289,73.46124411,92560.24107,2014,Aug Average,ChongQing,500000
41.94653464,55.13638109,16.47756086,11.57660581,0.550984082,60.76585019,-2.231691948,1.420859551,294.9528876,76.65660393,92859.49359,2014,Sep Average,ChongQing,500000
55.04544763,70.13824302,21.13226078,15.34291591,0.70748369,57.30743929,-2.425126858,0.874413737,290.3415187,68.12054458,93488.20827,2014,Oct Average,ChongQing,500000
54.22439981,71.08432865,22.20077247,17.55838577,0.705199438,36.79322566,-2.389325843,0.594276217,283.8425075,72.89698221,93697.82901,2014,Nov Average,ChongQing,500000
67.71726713,88.51514952,23.34445179,22.6578253,0.897256252,34.81233962,-1.855850852,0.269427329,278.7331678,52.76968286,94115.83977,2014,Dec Average,ChongQing,500000
99.43829285,131.1690449,25.52831642,23.73222907,1.139252446,34.14291501,-2.044768032,0.771829467,279.5819599,63.5885656,93878.85232,2015,Jan Average,ChongQing,500000
68.56212279,88.24980639,18.74163824,17.59640249,0.857305377,42.51833367,-2.652971509,0.78956561,281.1536156,63.51877608,93549.59419,2015,Feb Average,ChongQing,500000
52.19197898,73.46692008,18.61155038,16.08358826,0.738008336,53.10519754,-3.202885103,1.555472998,285.7189616,64.24004259,93354.59477,2015,Mar Average,ChongQing,500000
40.74708053,57.86540824,15.74995412,14.68898127,0.549856742,63.77757491,-1.983372659,0.756983146,290.0618006,62.65677435,93076.61291,2015,Apr Average,ChongQing,500000
42.12324755,59.34116981,14.90982059,13.29196901,0.553971548,66.12682584,-2.165457593,0.359348496,293.848349,67.48567144,92621.40113,2015,May Average,ChongQing,500000
34.28430712,48.28888764,13.54205056,11.53525843,0.517370786,62.14719101,-1.970470974,1.012348315,296.6662781,73.777853,92295.04889,2015,Jun Average,ChongQing,500000
37.71620787,54.3523523,13.93108644,12.98339072,0.502222726,73.52733599,-1.534586807,0.553431497,297.323851,69.69698894,92391.77368,2015,Jul Average,ChongQing,500000
37.05244473,52.11002628,14.49616075,11.78484958,0.511049293,67.41894527,-1.628323668,1.050665096,297.2614471,70.70779449,92590.7883,2015,Aug Average,ChongQing,500000
40.15109925,53.99639888,16.55145037,12.03101873,0.59540824,61.50802715,-3.02508427,1.074787453,293.9401095,74.78864981,93056.3756,2015,Sep Average,ChongQing,500000
44.64279449,60.66838891,17.61715295,16.2934315,0.651206053,53.29885285,-2.045746647,0.755977709,290.5691491,65.84366256,93594.09852,2015,Oct Average,ChongQing,500000
40.31355431,57.64978558,20.31419008,18.23958989,0.761838015,31.06097004,-2.691824906,1.355852996,284.7902847,77.42969569,93643.15383,2015,Nov Average,ChongQing,500000
55.00037514,73.89364715,22.8061091,20.6148822,0.764171801,32.77538782,-1.920463936,0.427379485,278.9829005,70.15555364,94031.92618,2015,Dec Average,ChongQing,500000
69.13367162,89.54380119,21.2259759,19.97775824,0.910995832,34.49656397,-2.342527184,0.310972273,276.7467796,69.36404676,93875.31322,2016,Jan Average,ChongQing,500000
56.89308601,73.07240507,15.95618365,18.04262108,0.68529446,46.63862747,-1.512036033,0.114386866,280.2169605,54.80359163,93945.3192,2016,Feb Average,ChongQing,500000
51.42475535,70.01625861,16.98808717,18.32456053,0.632171983,58.10216202,-3.191692642,1.35614353,285.0507167,65.31415005,93361.93612,2016,Mar Average,ChongQing,500000
39.62931273,55.06741948,15.11239607,15.20607303,0.547166667,57.72320786,-2.019519663,0.529309925,290.001118,71.53314794,92852.61627,2016,Apr Average,ChongQing,500000
38.79305455,54.93143621,12.72444636,12.77061979,0.471460674,70.43186118,-2.090658753,0.84128398,292.9327447,68.69159931,92711.9023,2016,May Average,ChongQing,500000
34.60654182,48.36867041,12.46138951,12.16090356,0.481804307,69.61909082,-1.225737828,0.86746442,296.8877434,71.31612641,92425.79817,2016,Jun Average,ChongQing,500000
27.24880573,39.18944273,11.53321584,11.07555908,0.415976803,65.13658753,-1.644708228,2.562942189,299.4793376,71.86152048,92239.34302,2016,Jul Average,ChongQing,500000
34.88740304,48.63805817,13.52249819,11.21474629,0.470210221,67.77535973,-2.534678325,0.49393349,298.8008789,71.2043793,92486.77782,2016,Aug Average,ChongQing,500000
49.54072285,63.20498502,16.28900468,15.39804494,0.565535581,64.36433708,-1.834228464,0.049765918,294.2436348,71.60132491,93035.06131,2016,Sep Average,ChongQing,500000
34.80919382,50.60958681,16.48962124,15.4875888,0.603837441,45.54637731,-2.460263682,0.493814788,289.9579259,74.96444908,93392.54772,2016,Oct Average,ChongQing,500000
46.88186517,66.81830711,19.79113483,20.59932584,0.751462547,36.09886049,-1.778287453,0.195252809,283.7247949,76.15777528,93760.08269,2016,Nov Average,ChongQing,500000
69.96482874,93.43487858,21.16566691,25.40983871,0.929892171,32.8789489,-2.00118793,0.458812976,280.8642325,67.964971,93914.63319,2016,Dec Average,ChongQing,500000
80.0573967,105.3796974,20.22690921,22.37991664,1.001766038,36.12242389,-2.446885647,0.786894708,279.3815132,71.20753806,93847.80394,2017,Jan Average,ChongQing,500000
34.08053074,43.5767062,10.48965213,12.37768089,0.55375762,58.67116949,-1.580674487,-2.5787402,281.5176946,76.52824945,96773.65084,2013,Jan Average,Fujian,350000
45.18719253,55.41470226,14.94430427,17.93198456,0.611787061,50.80276198,-1.452814074,-1.185322025,285.4972946,85.0340982,96607.78258,2013,Feb Average,Fujian,350000
34.52583877,45.43107846,12.17568197,13.9864187,0.4705117,71.31378479,-1.004155844,-0.241584775,288.5183877,72.87047998,96296.0813,2013,Mar Average,Fujian,350000
36.67294249,47.74394929,11.14198207,13.2273457,0.45067718,74.41445516,-1.20288188,-0.115961657,290.3420105,75.83610822,95993.56615,2013,Apr Average,Fujian,350000
32.84687354,42.70743132,10.7079933,11.93516907,0.3717715,73.06711772,-0.989656473,0.703091148,294.638885,84.27663475,95639.70844,2013,May Average,Fujian,350000
20.92901237,27.75282498,8.539974026,12.66163574,0.299867038,60.61020841,-0.237352505,1.542284477,297.3004601,84.40817502,95313.06442,2013,Jun Average,Fujian,350000
13.65101861,20.63602011,6.87851577,11.52841882,0.243375426,51.50400802,-0.036231971,3.160342929,298.6360117,79.03591657,95484.73616,2013,Jul Average,Fujian,350000
20.38006823,28.27012867,8.07973607,10.90651146,0.345535939,59.73040816,-1.080786403,0.639321324,299.1585134,79.27887426,95276.55811,2013,Aug Average,Fujian,350000
23.04844589,30.05903896,8.625478664,9.581676562,0.293158318,74.27704515,-3.497146568,-2.987446506,296.347786,77.84126964,95728.37137,2013,Sep Average,Fujian,350000
24.21654857,32.79471422,10.67440002,11.52886588,0.335623915,78.61387336,-2.317571967,-4.682430427,291.9866731,68.50365551,96175.56975,2013,Oct Average,Fujian,350000
31.5226945,42.77718244,14.31801608,15.17929128,0.470176252,61.4391812,-2.135521954,-3.528813853,287.7067149,70.36287755,96584.08243,2013,Nov Average,Fujian,350000
50.84317434,61.40591538,19.23513137,19.9646053,0.611862469,57.12053863,-1.636014124,-4.216684421,281.8117894,62.45163983,96642.04168,2013,Dec Average,Fujian,350000
47.50706805,59.96281106,16.39123107,23.19000299,0.61651565,56.63388952,-1.611836735,-2.41981088,282.5588066,63.46313484,96797.61104,2014,Jan Average,Fujian,350000
26.91400875,35.3713643,10.16358667,13.65436456,0.562794858,56.30516631,-1.39902995,-2.144799894,282.9488431,78.45748542,96491.66331,2014,Feb Average,Fujian,350000
34.39426716,47.39616195,11.66256748,15.37888623,0.771837932,66.42239153,-1.431699084,-0.308512778,286.9859226,79.40255671,96425.42246,2014,Mar Average,Fujian,350000
34.57858194,46.24478231,10.90286024,11.88184106,0.745748299,72.81532529,-1.130128633,-0.26042919,291.4989264,80.43568584,96111.76247,2014,Apr Average,Fujian,350000
32.43516069,41.95237058,9.174245018,9.766559938,0.520932432,70.93425519,-0.980943803,1.078712071,294.3570854,83.58276198,95114.42392,2014,May Average,Fujian,350000
25.50008473,33.33413915,8.236435374,8.459240569,0.359954855,70.84664069,-1.199779839,0.436878169,297.1700587,83.17818367,95162.12145,2014,Jun Average,Fujian,350000
